PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Crann, SE; Jenkins, A; Money, DM; O'Doherty, KC				Crann, Sara E.; Jenkins, Amanda; Money, Deborah M.; O'Doherty, Kieran C.			Women's genital body work: Health, hygiene and beauty practices in the production of idealized female genitalia	FEMINISM & PSYCHOLOGY			English	Article						vaginal practices; genital hygiene; female genitalia; body work; women's health; microbiome; douching	HAIR REMOVAL; VAGINAL DISCHARGE; GENDER; SATISFACTION; PERCEPTIONS; ATTITUDES; AGENCY; IMAGE	Women's genitalia are constructed as a bodily site requiring ongoing surveillance, maintenance and modification to conform to social norms. Women engage in a range of genital health, hygiene and beauty practices, including the use of commercial and homemade vaginal douches, washes, wipes, sprays and pubic hair removal, to modify their bodies. Using a social constructionist framework, we draw on interviews with 49 Canadian women to examine the construction of idealized (Western) genitalia as hairless, odourless and free of discharge, and natural female genitalia as problematic through the mobilization of normative femininity and (hetero)sexuality discourses. Theorizing women's genital health, hygiene and beauty practices as a form of body work, we examine how women's genital body work is constructed as a necessary and thus normative practice of femininity undertaken in the pursuit of idealized genitalia. A minority perspective that drew on alternative discourses to construct female genitalia as acceptable irrespective of genital body work is examined. Throughout our analysis, we examine the ways in which women negotiate issues of agency and choice in relation to their genital body work. Implications for women's health in the context of the vaginal microbiome are explored.	[Crann, Sara E.] Univ Guelph, PhD Program Appl Social Psychol, Guelph, ON, Canada; [Jenkins, Amanda] Univ Guelph, Appl Social Psychol Program, Guelph, ON, Canada; [Money, Deborah M.] Univ British Columbia, Fac Med, Vancouver, BC, Canada; [Money, Deborah M.] Univ British Columbia, Dept Obstet & Gynecol, Vancouver, BC, Canada; [Money, Deborah M.] Univ British Columbia, Dept Med, Vancouver, BC, Canada; [Money, Deborah M.] Univ British Columbia, Sch Populat & Publ Hlth, Vancouver, BC, Canada; [O'Doherty, Kieran C.] Univ Guelph, Appl Social Psychol, Guelph, ON, Canada	O'Doherty, KC (reprint author), 50 Stone Rd East, Guelph, ON N1G 2W1, Canada.	odohertk@uoguelph.ca			Canadian Institutes of Health Research (CIHR) Emerging Team Grant	The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: a Canadian Institutes of Health Research (CIHR) Emerging Team Grant.		46	1	1	5	5	SAGE PUBLICATIONS LTD	LONDON	1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND	0959-3535	1461-7161		FEM PSYCHOL	Feminism Psychol.	NOV	2017	27	4					510	529		10.1177/0959353517711964				20	Psychology, Multidisciplinary; Women's Studies	Psychology; Women's Studies	FP5XC	WOS:000417695300007					2018-09-20	
J	Ciclitira, K; Starr, F; Payne, N; Clarke, L; Marzano, L				Ciclitira, Karen; Starr, Fiona; Payne, Nicky; Clarke, Lisa; Marzano, Lisa			A sanctuary of tranquillity in a ruptured world: Evaluating long-term counselling at a women's community health centre	FEMINISM & PSYCHOLOGY			English	Article						abuse; attachment; feminist; long-term counselling; low income; mental health; qualitative; thematic analysis; women's centre; women-only	PSYCHOANALYTIC PSYCHOTHERAPY; LOW-INCOME; DEPRESSION; PERSPECTIVE; EXPERIENCES; ATTACHMENT; THERAPY; GENDER; TRIAL	The longitudinal study described in this article evaluated long-term counselling provided at a women's health centre in the UK for service users on low incomes. The article focuses on the qualitative aspect of the study in which 59 women were interviewed individually before and/or after their counselling. The interviews explored how women make sense of long-term counselling in the context of their gendered experiences and complex needs. The data were analysed using thematic analysis informed by a feminist orientation and attachment theory. Four main themes emerged: violence and loss in the context of female oppression, a sanctuary for women, non-medicalised long-term counselling in a safe setting, and benefits of the long view. Participants attributed various benefits to receiving long-term counselling in a women-only environment. These included gaining employment; reduced suicidal ideation, anxiety and depression; improved physical health, improved confidence and being able to make positive changes in their relationships. The women interviewed post-counselling valued long-term counselling in this context, in contrast to short-term therapy in a medicalised environment. Wider implications with regard to clinical practice and research are discussed.	[Ciclitira, Karen; Starr, Fiona; Payne, Nicky; Marzano, Lisa] Middlesex Univ, Dept Psychol, London NW4 4BT, England; [Clarke, Lisa] Middlesex Univ, Social Policy Res Ctr, London, England	Ciclitira, K (reprint author), Middlesex Univ, Dept Psychol, London NW4 4BT, England.	k.ciclitira@mdx.ac.uk			King's Fund; Middlesex University.	The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: the King's Fund and Middlesex University.		80	0	0	0	0	SAGE PUBLICATIONS LTD	LONDON	1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND	0959-3535	1461-7161		FEM PSYCHOL	Feminism Psychol.	NOV	2017	27	4					530	552		10.1177/0959353516685344				23	Psychology, Multidisciplinary; Women's Studies	Psychology; Women's Studies	FP5XC	WOS:000417695300008					2018-09-20	
J	Easpaig, BNG; Humphrey, R				Easpaig, Brona Nic Giolla; Humphrey, Rhi			"Pitching a virtual woo": Analysing discussion of sexism in online gaming	FEMINISM & PSYCHOLOGY			English	Article						online gaming; girl gamer; sexism; online community; digital subjectivity; gender and gaming	SEXUAL-HARASSMENT; GENDER; WOMEN; GAMES	Issues of sexism and gender-based harassment have been divisive within online gaming communities with contested understandings of the presence of these issues, prevailing explanations and potential solutions. This report was prompted by the discrepancy between problematic representations of women observed in online gaming community discussions of these issues and women's rich and complex accounts of their gameplay. Poststructural theory facilitated exploration of the construction of women gamers as important in the reproduction of and resistance to problematic gendered discourses. Analysis illustrates the politics of (in)visibility that women gamers negotiate: limited possibilities for women as active subjects and little recognition of women's desires in gaming motivations. Findings highlight a need to engage with both the re-inscription of women as denoting a secondary status and the poverty of discursive resources available in discussion of these issues for transforming existing understandings.	[Easpaig, Brona Nic Giolla] Charles Sturt Univ, Psychol, Bathurst, NSW, Australia; [Humphrey, Rhi] Univ Glasgow, Glasgow, Lanark, Scotland	Easpaig, BNG (reprint author), Charles Sturt Univ, Sch Psychol, 7 Major Innes Rd, Port Macquarie, NSW 2444, Australia.	bnicgiollaeaspaig@csu.edu.au		Humphrey, Rhi/0000-0001-5791-4522				24	1	1	3	3	SAGE PUBLICATIONS LTD	LONDON	1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND	0959-3535	1461-7161		FEM PSYCHOL	Feminism Psychol.	NOV	2017	27	4					553	561		10.1177/0959353516667400				9	Psychology, Multidisciplinary; Women's Studies	Psychology; Women's Studies	FP5XC	WOS:000417695300009					2018-09-20	
J	Ugur Tanriover, H				Tanriover, Hulya Ugur			Women as film directors in Turkish cinema	EUROPEAN JOURNAL OF WOMENS STUDIES			English	Article						Film industry; gender and cinema; gender stereotypes and film narratives; women's employment in Turkey; women's film festivals		Representations of women, or more exactly of gender, and the presence and works of women filmmakers constitute an important area of analysis for gender studies and feminist film theories. In Turkey the presence and the participation of women in the public sphere have been one of the important objectives of the Kemalist modernization project since the founding of the modern nation-state in 1923. However, despite the modernizing efforts to empower women in different spheres of life there was no woman director in Turkish commercial feature cinema until the beginning of the 1950s. Since the beginning of the 2000s the number of women directors has increased significantly, reaching a number well above that of the entire period before. This article investigates the reasons behind this increase based on quantitative data gathered from secondary sources and in-depth interviews with women producers and directors. It also questions whether and to what extent the increase in the number of women film directors contributed to the production of women's films', based on a qualitative analysis of films produced by women directors between the years 2004 and 2013. The results show that in addition to technological and aesthetic changes in the industry, the increase in the availability of international and national public funding for low-budget independent film productions and the enlargement of the women's movement allowed more women directors to enter the film industry. While half of the films made by women directors in the 2000s could be qualified as women films', the other half remained, largely due to market forces, within the conventions of popular or art house cinema.	[Tanriover, Hulya Ugur] Giresun Univ, Giresun, Turkey	Ugur Tanriover, H (reprint author), Giresun Univ, GUKAM, Womens Studies Ctr, Gure Yerleskesi, TR-28200 Giresun, Turkey.	hulyatanriover@gmail.com						26	0	0	7	10	SAGE PUBLICATIONS LTD	LONDON	1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND	1350-5068	1461-7420		EUR J WOMENS STUD	Eur. J. Womens Stud.	NOV	2017	24	4					321	335		10.1177/1350506816649985				15	Women's Studies	Women's Studies	FM1MY	WOS:000414742900003					2018-09-20	
J	Jansson, M				Jansson, Maria			Gender equality in Swedish film policy: Radical interpretations and "unruly' women	EUROPEAN JOURNAL OF WOMENS STUDIES			English	Article						Film policy; gender equality; gender quotas; governance; representation; representational claims	MUSLIM WOMEN; DEMOCRACY; SECURITY; POLITICS; QUOTAS	Gender quotas have been a crucial part of Swedish film policy since 2006 and have resulted in an increasing number of films with women directors, producers and screenwriters. However, films with women directors are still likely to have smaller budgets and less money for marketing and distribution than films with men directors. This article suggests that, in the context of film governance, gender quotas are discursively constructed in ways that circumscribe the opportunities to change current gender relations. Nevertheless, gender quotas have been used as a springboard for more radical interpretations to improve women's conditions and challenge the foundation of the governance regime. The article also explores the idea that bottom-up representational claims are necessary to ensure that quotas and the inclusion of women result in women's voices being heard. Such measures require the governance regime to be sensitive to voices that deviate from the norm.	[Jansson, Maria] Stockholm Univ, Stockholm, Sweden	Jansson, M (reprint author), Stockholm Univ, Dept Polit Sci, S-10691 Stockholm, Sweden.	maria.jansson@statsvet.su.se						63	0	0	2	3	SAGE PUBLICATIONS LTD	LONDON	1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND	1350-5068	1461-7420		EUR J WOMENS STUD	Eur. J. Womens Stud.	NOV	2017	24	4					336	350		10.1177/1350506817692387				15	Women's Studies	Women's Studies	FM1MY	WOS:000414742900004					2018-09-20	
J	Gerodetti, N; McNaught-Davis, M				Gerodetti, Natalia; McNaught-Davis, Martha			Feminisation of success or successful femininities? Disentangling "new femininities' under neoliberal conditions	EUROPEAN JOURNAL OF WOMENS STUDIES			English	Article						Aspiration; failure; feminism; social class; sociology; women	POST-FEMINIST; YOUNG-WOMEN; TIMES; STRUGGLES; EQUALITY; GIRLS	This article critically examines what might be titled the feminisation of success that is ascribed to optimistic characterisations of new constructions of femininity for young women in the UK, particularly in relation to classed positions. In order to do this it is necessary to understand the complex relationship between feminism, post-feminism, neoliberalism and femininities, especially since the millennium. Young women have been positioned as the beneficiaries of successful social and political change which, together with ideas of individualism and reflexive constructions of identity, almost mandate young women to embody success. The article seeks to examine and assess the discursive constructions of successful femininities' in relation to their normative limitations and asks in particular whether the putative existence of new femininities' is attainable for all young women. With the impact of over a decade of neoliberal policies and austerity measures being felt by many, it is argued that the discourses of successful femininities' work to obscure the recalibrated inequalities that have been forged by neoliberal conditions.	[Gerodetti, Natalia; McNaught-Davis, Martha] Leeds Beckett Univ, Leeds, W Yorkshire, England	Gerodetti, N (reprint author), Leeds Beckett Univ, Sch Social Sci, Calverley Bldg, Leeds LS1 3HE, W Yorkshire, England.	n.gerodetti@leedsbeckett.ac.uk						65	1	1	3	5	SAGE PUBLICATIONS LTD	LONDON	1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND	1350-5068	1461-7420		EUR J WOMENS STUD	Eur. J. Womens Stud.	NOV	2017	24	4					351	365		10.1177/1350506817715045				15	Women's Studies	Women's Studies	FM1MY	WOS:000414742900005					2018-09-20	
J	Venalainen, S				Venalainen, Satu			Conversations with otherness: Violence and womanhood in narratives of women imprisoned for violent crimes	EUROPEAN JOURNAL OF WOMENS STUDIES			English	Article						Affect; discourse; positioning; violence; womanhood	STEREOTYPES; GENDER	Widely circulated cultural conceptions about women who have committed violence recurrently place them in positions of otherness in relation to what is considered as being normal, valuable womanhood. This article explores ways in which Finnish women imprisoned for violent crimes grapple with this troubled relation between womanhood and violence in their enactments of gendered identities. The analysis is based on a novel, discursive-affective approach to positioning that can accommodate complexity and context-specific variability in enactments of identities. Four different, recurring modes of positioning are discussed in the analysis: aligning with forcefulness, aligning with vulnerability, (dis)-aligning with demonization and aligning with motherhood. By shedding light not only on the complexity and fluidity of these gendered identity enactments but also on their affectively ambivalent dimensions, the analysis contributes to attempts at countering reductionist views about women who have committed violence and the gendered dichotomizations that they work to reproduce.	[Venalainen, Satu] Univ Helsinki, Helsinki, Finland	Venalainen, S (reprint author), Univ Helsinki, Dept Social Res, Unioninkatu 37, FIN-00014 Helsinki, Finland.	satu.venalainen@helsinki.fi			University of Helsinki	The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: This work has been funded by the doctoral program Gender, Culture and Society at the University of Helsinki.		33	1	1	0	1	SAGE PUBLICATIONS LTD	LONDON	1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND	1350-5068	1461-7420		EUR J WOMENS STUD	Eur. J. Womens Stud.	NOV	2017	24	4					366	380		10.1177/1350506817693869				15	Women's Studies	Women's Studies	FM1MY	WOS:000414742900006					2018-09-20	
J	Garcia-Santesmases, A; Balaguer, AP				Garcia-Santesmases, Andrea; Pie Balaguer, Asuncion			The Forgotten: Violence and (Micro)Resistance in Spanish Disabled Women's Lives	AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK			English	Article						gender-based violence; gender; identity; intersectionality; sexuality; women with disabilities	PERSONAL ASSISTANCE PROVIDERS; PHYSICAL-DISABILITIES; ABUSED WOMEN; FEMINISM	The violence against disabled women has its own mechanisms, which differentiates it from the violence suffered by women or the disabled in general. The few Spanish studies on this issue have focused on double discrimination, instead we propose intersectionality as a more suitable epistemological framework. The research, carried out in Spain, is based on five life stories of disabled activist women which show us how heteropatriarchal and ableist violence intersect in their lives, and the resistance mechanisms that they develop to deal with it. This research gives important clues to plan and design effective interventions for and with disabled women.	[Garcia-Santesmases, Andrea] Univ Barcelona, Sociol, Barcelona, Spain; [Pie Balaguer, Asuncion] Univ Oberta Catalunya, Dept Psychol & Educ, Barcelona, Catalunya, Spain	Garcia-Santesmases, A (reprint author), Univ Barcelona, E-08007 Barcelona, Spain.	agarcia_santesmases@uoc.edu			Institute of Political and Social Sciences (ICPS), a reserch center affiliated to Universitat Autonoma de Barcelona (UAB)	The author(s) received financial support for the research, authorship, and/or publication of this article: This research has been funded by the Institute of Political and Social Sciences (ICPS), a reserch center affiliated to Universitat Autonoma de Barcelona (UAB).		44	0	0	5	6	SAGE PUBLICATIONS INC	THOUSAND OAKS	2455 TELLER RD, THOUSAND OAKS, CA 91320 USA	0886-1099	1552-3020		AFFILIA J WOM SOC WO	Affil. J. Women Soc. Work	NOV	2017	32	4					432	445		10.1177/0886109917718327				14	Social Work; Women's Studies	Social Work; Women's Studies	FK4WA	WOS:000413496300002					2018-09-20	
J	Silva-Martinez, E				Silva-Martinez, Elithet			"Allow Me to Speak": Stories of Courage Among Immigrant Latina Survivors of Intimate Partner Violence	AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK			English	Article						ethnography; immigrants and refugees; intersectionality; intimate partner violence; micro; research categories; social work practice	HELP-SEEKING; PROJECT	Intimate partner violence is experienced by millions of women. The experience becomes complex when confronted in a different country, especially for Spanish-speaking Latina immigrants, representing a challenge in their path to survival. This ethnographic study was based in Chicana feminism and Mujerismo epistemology. From the Mujerista framework arises the concept of permitanme hablar and la lucha, which emphasizes the importance of the women's narratives from their own contexts. Consequently, the need of reclaiming from their stories alternative forms of intervention by service providers and those who develop programs as well as social policies in favor of their communities.	[Silva-Martinez, Elithet] Univ Puerto Rico, Beatriz Lassalle Grad Sch Social Work, POB 23345, San Juan, PR 00931 USA	Silva-Martinez, E (reprint author), Univ Puerto Rico, Beatriz Lassalle Grad Sch Social Work, POB 23345, San Juan, PR 00931 USA.	elithet_silva@yahoo.com			National Center for Injury Prevention and Control [1R49CE001167-01]	The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: Grant numbers and/or funding information: This research was funded by Grant #1R49CE001167-01 of the National Center for Injury Prevention and Control.		43	0	0	1	4	SAGE PUBLICATIONS INC	THOUSAND OAKS	2455 TELLER RD, THOUSAND OAKS, CA 91320 USA	0886-1099	1552-3020		AFFILIA J WOM SOC WO	Affil. J. Women Soc. Work	NOV	2017	32	4					446	460		10.1177/0886109917721140				15	Social Work; Women's Studies	Social Work; Women's Studies	FK4WA	WOS:000413496300003					2018-09-20	
J	Walton, QL; Oyewuwo-Gassikia, OB				Walton, Quenette L.; Oyewuwo-Gassikia, Olubunmi Basirat			The Case for #BlackGirlMagic: Application of a Strengths-Based, Intersectional Practice Framework for Working With Black Women With Depression	AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK			English	Article						Black women; case study; depression; intersectionality; practice framework	AFRICAN-AMERICAN WOMEN; NATIONAL-COMORBIDITY-SURVEY; MENTAL-HEALTH; SOCIAL-WORK; PSYCHOLOGICAL DISTRESS; SURVEY REPLICATION; DOMESTIC VIOLENCE; UNITED-STATES; PREVALENCE; DISCRIMINATION	This article puts forth a culturally relevant practice framework that integrates components of intersectionality and strengths-based perspectives. This framework incorporates key factors of Black women's social identities and builds on their strengths to provide a richer understanding of how depression is experienced in their lives. To arrive at this framework, we provide a brief summary of intersectionality; use a case study to examine the influence of race, class, and gender on Black women's lived experiences with depression; and apply the framework#BlackGirlMagicto the case study. Lastly, future directions for practice, research, and policy are explored.	[Walton, Quenette L.] Univ Houston, Grad Coll Social Work, 3511 Cullen Blvd Room 110HA, Houston, TX 77204 USA; [Oyewuwo-Gassikia, Olubunmi Basirat] Binghamton Univ, Dept Social Work, Coll Community & Publ Affairs, Binghamton, NY USA	Walton, QL (reprint author), Univ Houston, Grad Coll Social Work, 3511 Cullen Blvd Room 110HA, Houston, TX 77204 USA.	qwalton2@central.uh.edu						68	0	0	5	7	SAGE PUBLICATIONS INC	THOUSAND OAKS	2455 TELLER RD, THOUSAND OAKS, CA 91320 USA	0886-1099	1552-3020		AFFILIA J WOM SOC WO	Affil. J. Women Soc. Work	NOV	2017	32	4					461	475		10.1177/0886109917712213				15	Social Work; Women's Studies	Social Work; Women's Studies	FK4WA	WOS:000413496300004					2018-09-20	
J	Fleck-Henderson, A				Fleck-Henderson, Ann			From Movement to Mainstream: A Battered Women's Shelter Evolves (1976-2017)	AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK			English	Article						domestic violence; organization; social work; social welfare history and philosophy	INTIMATE PARTNER VIOLENCE	This is a case study of Transition House in Cambridge, MA, a pioneering feminist agency founded in 1976. Transition House has survived and is, today, a thriving agency. Based on interviews with and papers collected from those involved in founding and running it, as well as a few guests/clients, I argue that Transition House's evolution was impelled by three major forces shared with other early domestic violence agencies: changes in the culture due in part to successes of the battered women's movement in the early years, changes in the larger political-economic context due to national policies and economic trends, which make getting out of poverty in 2017 more difficult than it was in the 1970s, and learning from survivors and from evolving research on domestic violence. In 1976, the immediate focus was on women battered by their partners, and the agency was strongly identified with the women's movement. In 2017, the focus is on women who are battered by economic and social conditions as much as by their partners, and the agency is seen as a partner with the city and with other nonprofit agencies.	[Fleck-Henderson, Ann] Simmons Coll, Sch Social Work, Boston, MA 02115 USA	Fleck-Henderson, A (reprint author), 113 Richdale Ave 11, Cambridge, MA 02140 USA.	afleckh@gmail.com						32	0	0	8	8	SAGE PUBLICATIONS INC	THOUSAND OAKS	2455 TELLER RD, THOUSAND OAKS, CA 91320 USA	0886-1099	1552-3020		AFFILIA J WOM SOC WO	Affil. J. Women Soc. Work	NOV	2017	32	4					476	490		10.1177/0886109917718230				15	Social Work; Women's Studies	Social Work; Women's Studies	FK4WA	WOS:000413496300005					2018-09-20	
J	Pandya, SP				Pandya, Samta P.			Renunciation, Feminism, and Social Service: Hindu Women in Religious Orders	AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK			English	Article						celibacy; feminist attitudes; ordained Hindu women; orders; renunciation; social service	THEOLOGY; RAJASTHAN; DEVOTION; LIFE	This study examines feminist attitudes and social service motivation of 681 women of two prominent Hindu orders having a global presence. Ordained Hindu women believed that commitment to religious orders, celibacy, and social service countered patriarchy. City location, work profile versatility in the order, education, and duration of being ordained, significantly influenced their views and scores on the Feminist Perspective Scale and Public Service Motivation Scale. Two implications are foregrounded: the recognition of a cohort of women who perform social service as religious duty, and a different form of feminist care ethics located within a feminist theological premise.	[Pandya, Samta P.] Tata Inst Social Sci, Sch Social Work, Mumbai, Maharashtra, India	Pandya, SP (reprint author), Tata Inst Social Sci, Mumbai 400088, Maharashtra, India.	pandya.samta@gmail.com						32	0	0	2	4	SAGE PUBLICATIONS INC	THOUSAND OAKS	2455 TELLER RD, THOUSAND OAKS, CA 91320 USA	0886-1099	1552-3020		AFFILIA J WOM SOC WO	Affil. J. Women Soc. Work	NOV	2017	32	4					504	516		10.1177/0886109917718326				13	Social Work; Women's Studies	Social Work; Women's Studies	FK4WA	WOS:000413496300007					2018-09-20	
J	Tangir, G; Cohen, O; Peled, E				Tangir, Gali; Cohen, Orna; Peled, Einat			The Construction of Maternal Identity Among Nonresidential Mothers in Israel	AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK			English	Article						good mother myth; identity; motherhood; nonresidential mothers	FATHERHOOD; LESSONS; WOMEN	This study examined the construction of the maternal identity among Jewish Israeli women whose children are raised by their father in a sociocultural context that valorizes the maternal role in the lives of women. Interpretive interactionist analysis of in-depth interviews with 13 nonresidential mothers identified the discursive strategies that they used to negotiate a troubled maternal identity due to their nonnormative position. The mothers deflected guilt and responsibility for the fact that they do not live with their children. Further, they exhibited two dynamics of maternal identity construction: internalizing the critical discourse and constructing a nonresidential identity as a good enough mother. The findings support the view that hegemonic social discourses affect the construction of maternal identity by nonresidential mothers. At the same time, they are also indicative of the creation of an alternative discourse that portrays a nonresidential maternal identity as positive.	[Tangir, Gali; Peled, Einat] Tel Aviv Univ, Bob Shapell Sch Social Work, Tel Aviv, Israel; [Cohen, Orna] Tel Aviv Univ, Sch Social Work, Tel Aviv, Israel	Tangir, G (reprint author), Tel Aviv Univ, Bob Shapell Sch Social Work, Tel Aviv, Israel.	galidt@gmail.com	Peled, Einat/E-1806-2014					42	0	0	2	3	SAGE PUBLICATIONS INC	THOUSAND OAKS	2455 TELLER RD, THOUSAND OAKS, CA 91320 USA	0886-1099	1552-3020		AFFILIA J WOM SOC WO	Affil. J. Women Soc. Work	NOV	2017	32	4					517	530		10.1177/0886109917708967				14	Social Work; Women's Studies	Social Work; Women's Studies	FK4WA	WOS:000413496300008					2018-09-20	
J	Dyson, YD; Davis, SK; Counts-Spriggs, M; Smith-Bankhead, N				Dyson, Yarneccia Danielle; Davis, Sarita Kaya; Counts-Spriggs, Margaret; Smith-Bankhead, Neena			Gender, Race, Class, and Health: Interrogating the Intersection of Substance Abuse and HIV Through a Cultural Lens	AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK			English	Article						Black Feminist Theory; Womanism; Health Belief Model; HIV; Intersectionality; micro; research categories; social work history; social work practice; social work; social welfare history and philosophy; substance abuse	AFRICAN-AMERICAN WOMEN; BELIEF MODEL; BARRIERS; FAMILY; RISK	This study explores the intersection of race, class, and gender on substance abuse treatment and human immunodeficiency virus risk among 12 incarcerated black women by integrating the Health Belief Model with Black Feminist Theory. The findings suggest that the culture and context of substance abuse not only influenced the women's perception of susceptibility of risk and severity of risk but, perhaps more importantly, the perceived benefit of the intervention on their life circumstances. These findings have implications for the conceptualization, implementation, and evaluation of substance abuse treatment, HIV prevention education, and prison reentry programs targeting Black women.	[Dyson, Yarneccia Danielle] Univ North Carolina Greensboro, Dept Social Work, Greensboro, NC USA; [Davis, Sarita Kaya] Georgia State Univ, Dept African Amer Studies, Atlanta, GA 30303 USA; [Davis, Sarita Kaya] Georgia State Univ, Sch Publ Hlth, Atlanta, GA 30303 USA; [Counts-Spriggs, Margaret] Clark Atlanta Univ, Atlanta, GA 30314 USA; [Smith-Bankhead, Neena] Emory Univ, Rollins Sch Publ Hlth, Atlanta, GA 30322 USA	Dyson, YD (reprint author), Univ North Carolina Greensboro, POB 26170,Stone Bldg 257, Greensboro, NC 27402 USA.	yddyson@uncg.edu						31	1	1	5	14	SAGE PUBLICATIONS INC	THOUSAND OAKS	2455 TELLER RD, THOUSAND OAKS, CA 91320 USA	0886-1099	1552-3020		AFFILIA J WOM SOC WO	Affil. J. Women Soc. Work	NOV	2017	32	4					531	542		10.1177/0886109917713975				12	Social Work; Women's Studies	Social Work; Women's Studies	FK4WA	WOS:000413496300009					2018-09-20	
J	Arnell, L				Arnell, Linda			The (Dys)Functionality of Girls' and Young Women's Violence	AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK			English	Article						gender; girls' violence; interpretative repertoires; social work practice; Sweden	CRIME; DELINQUENCY; FIGHTS	This article explores how professionals talk about girls' and young women's use of violence; more specifically, how violence is constructed and conceptualized and its effects on social work practice. The data analyzed consist of focus group sessions with 11 professionals within social and youth work. The findings revealed that violence is conceptualized through interpretative repertoires as social functionality, psychological functionality, or dysfunctionality, which affect the professionals' conceptualizations of violence and social work practice. Accordingly, a multifaceted understanding of violence is needed, otherwise girls' and young women's violent acts risk being diminished and made into an individual problem to solved.	[Arnell, Linda] Umea Univ, Dept Social Work, S-90187 Umea, Sweden; [Arnell, Linda] Umea Univ, Gender Res Sch, UCGS, S-90187 Umea, Sweden	Arnell, L (reprint author), Umea Univ, Dept Social Work, S-90187 Umea, Sweden.; Arnell, L (reprint author), Umea Univ, Gender Res Sch, UCGS, S-90187 Umea, Sweden.	linda.arnell@umu.se						49	1	1	2	8	SAGE PUBLICATIONS INC	THOUSAND OAKS	2455 TELLER RD, THOUSAND OAKS, CA 91320 USA	0886-1099	1552-3020		AFFILIA J WOM SOC WO	Affil. J. Women Soc. Work	NOV	2017	32	4					543	556		10.1177/0886109917712585				14	Social Work; Women's Studies	Social Work; Women's Studies	FK4WA	WOS:000413496300010					2018-09-20	
J	Hoffman, CM				Hoffman, Charity M.			"I Got Lucky": Class Reproduction Across the Transition to Motherhood	AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK			English	Article						motherhood; parental leave; gender inequality; work; class reproduction; qualitative	POLICIES; LEAVE; WORK	The United States is one of the few countries in the world without national paid parental leave benefits. The lack of a universally available policy drives women out of the paid labor force, with a disproportionate impact on low-income women. In this article, I illuminate the mechanisms by which structural inequality reproduces class inequality across the transition to motherhood. Between 2012 and 2015, I interviewed 44 first-time mothers from diverse class backgrounds. From their narratives, I identify three typologies of working womenprofessional, pink-professional, and low-wage workersand show how formal workplace policies and informal practices, coupled with women's cultural knowledge, shape new mothers' employment trajectories when they have their first child. Policy makers and social workers serving new mothers need to be attuned to how women's occupational group may facilitate or inhibit access to parental leave, in order to pave the way for more equitable paid family leave for all women.	[Hoffman, Charity M.] Univ Michigan, Social Work & Sociol, Ann Arbor, MI 48109 USA	Hoffman, CM (reprint author), Univ Michigan, 1080 S Univ St, Ann Arbor, MI 48109 USA.	charityh@umich.edu						27	0	0	3	6	SAGE PUBLICATIONS INC	THOUSAND OAKS	2455 TELLER RD, THOUSAND OAKS, CA 91320 USA	0886-1099	1552-3020		AFFILIA J WOM SOC WO	Affil. J. Women Soc. Work	NOV	2017	32	4					557	573		10.1177/0886109917713976				17	Social Work; Women's Studies	Social Work; Women's Studies	FK4WA	WOS:000413496300011					2018-09-20	
